battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,
848,1,2.8,0,1,0,8GB,0.1,103,7,3,7,1294,436MB,10,6,15,1,1,yes,EUR 40100,
1851,0,2.9,0,0,0,54272 MB,0.7,112,6,2,174,1175,2678MB,6,0,8,1,0,0,12000 MXN,
1166,1,0.5,0,7,0,59000 MB,0.5,80,1,11,437,638,3887MB,8,6,7,1,0,yes,"40,049 pesos",
1776,1,2.1,1,10,0,35 GB,0.1,172,4,16,278,623,1813MB,16,13,20,1,1,yes,"$13,089 ",
1254,1,1.2,0,2,1,27 MB,0.2,134,2,10,1288,1372,817MB,14,1,16,1,1,yes,EUR 48090,
1494,0,1.6,1,4,1,24GB,0.2,101,1,17,979,1190,3614MB,15,12,9,1,0,0,"$40,000 ",
984,1,2.2,1,0,1,39 GB,0.5,119,8,18,56,1931,2013MB,11,7,16,1,1,0,"$26,099 ",
1179,1,0.8,0,1,0,5 GB,0.9,154,5,17,913,1429,543MB,8,7,18,0,0,1,"$8,000 ",
513,0,1.9,0,8,0,27 GB,0.4,174,8,13,282,710,3400MB,16,6,13,0,1,yes,"$35,099 ",
557,0,0.5,1,3,0,17GB,0.2,89,6,4,322,710,2623MB,17,16,16,0,0,No,"$40,000 ",
744,0,1.7,1,0,1,33792 MB,0.5,105,4,2,1252,1963,2700MB,9,3,19,1,0,0,"$32,000 ",
1129,1,0.8,1,9,1,21504 MB,0.6,116,2,10,1128,1702,1400MB,11,0,13,1,1,0,"USD 34,000",
1148,0,2.3,1,0,1,58000 MB,0.3,170,5,20,606,688,3127MB,10,7,11,1,0,no,"32,049 pesos",
1793,0,2.7,0,12,1,45056 MB,0.7,175,5,17,655,1459,2803MB,19,9,6,1,1,yes,36000 MXN,
1310,0,2.3,1,3,0,15GB,0.2,150,5,11,954,970,2518MB,18,17,5,0,1,Yes,35100 USD,
1604,0,1.2,0,1,0,6 MB,0.5,191,6,15,68,1042,3564MB,7,2,2,1,1,no,"$4,099 ",
1676,0,1.6,0,2,0,37 MB,0.2,145,1,3,134,1197,2515MB,14,8,4,1,0,yes,32100 USD,
1001,0,2.8,1,1,0,40960 MB,0.2,117,3,7,922,1836,3654MB,13,9,10,1,1,yes,39000 MXN,
1086,0,2.7,0,0,1,24GB,0.1,135,8,19,1874,1976,3930MB,17,1,18,1,1,yes,EUR 10090,
1986,1,0.5,1,7,1,39936 MB,0.1,89,7,19,251,599,3476MB,11,8,17,1,1,0,"16,000 MXN",
634,1,0.8,0,5,0,41GB,0.2,192,1,12,1362,1853,3242MB,18,11,4,1,0,1,"40,099 MXN",
502,0,0.8,0,7,0,52GB,1,82,6,8,281,1159,2666MB,5,4,20,1,1,0,"$14,000 MXN",
1641,0,1.1,0,6,0,48GB,0.7,97,8,7,224,1994,1695MB,13,6,17,1,0,1,"$38,000 ",
623,0,1.4,1,0,1,15000 MB,0.2,189,3,1,778,844,3510MB,14,4,18,1,0,yes,"$2,099 ",
962,1,1.1,1,3,0,17408 MB,0.1,161,8,20,546,1424,3438MB,14,3,20,0,0,0,46100 MXN,
1057,1,2.7,0,3,1,41 MB,0.1,97,4,10,397,891,2033MB,16,9,2,1,1,0,"$25,000 ",
1862,0,1.5,0,1,0,62000 MB,1,182,1,2,386,1046,1017MB,11,3,9,1,0,0,"29,089 MXN",
555,1,3,1,5,1,38000 MB,0.8,193,2,10,214,1970,1686MB,8,1,8,1,0,yes,"36,099 pesos",
1000,0,2.7,0,1,1,59392 MB,1,135,5,12,461,833,862MB,7,0,20,1,0,no,25100 MXN,
841,0,0.5,0,6,1,11264 MB,0.3,81,5,14,125,675,957MB,6,5,11,1,1,0,50000 MXN,
865,0,2.9,0,5,0,16384 MB,0.1,89,4,12,335,1009,3494MB,13,3,14,0,0,yes,"$37,099 ",
999,0,2.6,1,11,1,56 MB,1,165,4,13,342,1641,3083MB,8,4,11,1,1,1,"25,099 MXN",
1232,0,1.2,0,12,0,30 MB,0.9,131,6,14,625,761,1656MB,8,4,15,1,1,1,21100 MXN,
1194,0,2.3,0,6,1,34 GB,0.2,165,2,12,494,509,313MB,15,1,19,1,1,no,"USD 49,049",
612,1,0.5,1,1,1,20000 MB,0.8,179,8,6,1145,1487,3282MB,16,2,18,1,1,1,EUR 49000,
1362,1,2.9,0,0,0,48128 MB,0.5,186,6,4,600,1042,3629MB,19,17,5,0,1,1,"USD 46,049",
1469,0,1.7,1,11,1,45056 MB,0.5,169,2,14,484,711,1687MB,15,5,5,1,1,1,15100 USD,
986,1,0.8,0,13,1,28 GB,0.8,182,4,20,199,679,1149MB,8,7,18,1,1,no,"$37,000 ",
1843,0,2.8,0,1,1,62 GB,0.8,104,3,7,21,832,3899MB,5,4,6,1,0,yes,"USD 26,000",
1561,0,0.5,1,10,1,4000 MB,0.5,134,2,13,885,1811,1783MB,13,12,10,1,1,no,"11,099 pesos",
1695,1,0.5,1,2,1,48128 MB,0.5,189,5,13,308,1208,1629MB,8,6,11,1,1,no,"USD 29,000",
667,0,2.6,1,3,0,8 GB,0.8,185,1,7,1015,1947,2528MB,11,8,8,0,1,no,18000 USD,
1768,1,2,0,0,1,2 GB,0.8,88,7,2,1303,1814,3256MB,9,6,5,1,1,0,7000 MXN,
1269,1,2.8,1,16,0,41000 MB,1,180,8,17,406,1036,2341MB,10,9,16,0,0,Yes,"27,089 pesos",
1109,1,2.8,1,6,0,57000 MB,0.9,151,1,12,124,833,2785MB,15,10,16,1,0,0,EUR 5000,
936,0,0.5,1,14,1,14 GB,0.1,164,3,17,150,1677,3761MB,13,1,12,1,0,0,"$30,000 ",
1713,1,2,0,9,1,5 GB,0.7,199,6,16,108,1963,1513MB,15,6,2,1,0,yes,"$44,089 ",
1175,1,1.7,1,1,1,45 GB,0.6,167,2,7,90,557,2240MB,10,6,5,1,1,no,"4,049 pesos",
1940,1,1,1,0,1,5 GB,0.2,194,4,1,588,1809,820MB,19,18,3,1,1,1,12000 USD,
855,1,0.5,0,2,1,59 GB,0.5,159,2,3,1028,1196,1875MB,16,8,8,1,1,Yes,"$17,000 ",
771,1,0.5,1,0,1,33 GB,0.1,157,3,17,776,1247,920MB,16,2,10,1,1,Yes,7100 MXN,
645,0,2.5,0,10,1,64512 MB,1,174,4,14,278,584,3615MB,18,8,13,1,0,1,24100 MXN,
1307,0,1.8,0,2,0,7168 MB,0.6,88,7,3,897,1103,1412MB,16,9,5,0,0,1,"$39,000 ",
1948,0,2.9,1,4,0,5120 MB,0.2,136,1,13,651,700,361MB,6,1,10,0,1,no,"USD 2,000",
1509,0,0.6,1,5,0,50GB,0.3,81,4,8,1010,1684,1540MB,12,8,3,1,1,no,"$37,090 ",
626,1,2.8,1,3,1,11264 MB,0.8,109,2,9,737,1759,1077MB,6,1,4,1,0,1,39100 USD,
1190,0,2,1,0,0,40 GB,0.2,93,5,1,1399,1646,3610MB,13,7,9,0,0,yes,"19,049 pesos",
1727,1,2.1,1,10,0,57 MB,0.3,158,6,18,376,1288,512MB,5,2,6,0,0,no,14100 MXN,
1670,1,3,0,14,0,63488 MB,0.5,114,8,20,1117,1330,3024MB,6,0,20,0,0,Yes,"38,000 MXN",
1150,1,0.5,1,4,1,27648 MB,1,134,1,17,234,1947,1610MB,11,0,16,1,0,no,"$13,100 ",
1208,0,2.9,0,5,1,16 MB,1,175,1,19,691,1028,2201MB,17,16,12,1,0,0,"$8,000 ",
1812,1,1.3,1,4,1,42 GB,1,162,7,15,380,1550,3338MB,18,13,11,1,1,1,"USD 20,089",
770,1,1.5,1,6,0,61 GB,0.2,196,4,9,603,1483,3473MB,7,3,4,0,0,1,"$34,090 ",
1559,1,1.3,1,10,1,10240 MB,0.3,114,8,17,117,681,2203MB,7,5,15,1,1,1,EUR 38090,
1902,0,0.5,0,10,0,13312 MB,0.2,155,4,11,766,877,940MB,14,10,15,1,1,No,"$26,099 ",
1751,0,2.5,0,1,0,4000 MB,0.6,146,8,9,1499,1952,1155MB,19,14,12,0,1,1,EUR 50090,
1416,1,1.8,1,0,0,20 MB,0.1,93,4,0,1175,1578,3872MB,10,2,7,0,0,Yes,"45,099 pesos",
1288,0,0.5,1,3,1,61 GB,0.2,115,6,6,988,1503,1882MB,16,6,10,1,0,yes,"USD 3,099",
1003,1,2.9,0,16,1,16GB,0.6,119,8,19,190,1905,1798MB,16,7,10,1,0,0,18000 MXN,
1715,1,0.5,1,1,1,18 GB,0.1,96,6,3,674,1375,2598MB,17,2,3,1,0,0,"$42,049 ",
1967,0,0.5,0,0,1,46GB,0.6,199,1,7,518,1374,1567MB,15,2,7,1,1,0,22100 USD,
962,0,1,1,14,0,2000 MB,0.9,125,1,20,1618,1916,1491MB,16,2,14,1,0,no,"35,000 MXN",
1487,0,1.5,0,5,1,42 GB,0.8,120,2,7,857,989,2003MB,12,4,3,1,0,0,"USD 17,089",
1569,1,1.6,1,4,1,54000 MB,0.9,190,4,6,371,665,3905MB,6,2,4,1,0,0,"USD 27,089",
1146,0,3,0,5,1,58368 MB,0.4,111,5,10,73,583,291MB,19,9,11,1,1,yes,EUR 37000,
1379,1,1.5,0,6,1,9 GB,0.8,118,8,13,98,755,1693MB,11,4,18,1,0,1,"$22,089 ",
1504,0,1.9,1,7,1,25 MB,0.3,152,4,9,395,1853,1788MB,13,11,13,1,0,1,"$38,089 ",
1945,0,1.2,0,3,0,26624 MB,0.7,112,6,5,1064,1540,3322MB,18,7,20,0,0,1,EUR 49000,
1630,1,2.8,1,0,1,32GB,0.9,80,6,1,712,1726,1751MB,12,10,20,1,0,yes,"$49,049 ",
1125,1,2.7,0,10,0,23552 MB,0.4,117,1,14,774,939,1641MB,14,8,12,1,1,no,"49,049 MXN",
614,1,0.7,0,4,1,51000 MB,0.1,178,7,7,1012,1040,2854MB,10,7,12,1,0,1,"$15,049 ",
854,0,1,0,5,1,17 MB,0.9,101,4,9,730,1148,3115MB,7,0,2,1,0,0,"$17,089 ",
1470,1,1.7,1,6,0,45000 MB,0.1,121,1,9,777,1090,3259MB,10,1,14,1,0,Yes,"USD 8,000",
1826,1,0.5,1,5,1,50176 MB,0.6,172,8,6,973,1633,1612MB,17,9,17,1,1,0,"45,099 pesos",
807,1,0.5,1,0,0,37GB,0.2,127,4,0,245,829,2319MB,5,4,4,0,0,0,EUR 2000,
1996,1,2.8,1,0,1,7 MB,0.1,138,5,4,937,1083,1258MB,17,14,16,1,0,no,EUR 25090,
1083,1,2,0,3,0,41984 MB,0.7,158,5,5,937,1164,1543MB,18,3,10,0,0,1,EUR 38090,
1035,0,0.5,1,14,1,49000 MB,0.3,178,2,15,574,1171,3991MB,12,4,19,1,0,0,13100 MXN,
1521,1,1.6,0,5,1,62 GB,0.3,143,1,9,678,1630,3555MB,5,2,19,1,0,0,"$16,049 MXN",
1314,1,2.8,1,13,1,5GB,1,87,4,18,82,512,3411MB,17,16,18,1,0,no,EUR 35100,
535,0,1.9,0,5,0,24 MB,0.2,190,8,19,398,1775,524MB,9,3,4,0,0,0,"$36,000 ",
673,1,1.9,0,13,1,35840 MB,0.4,142,6,14,1096,1570,3541MB,18,17,4,1,0,1,"$24,099 ",
1219,0,1.6,1,5,0,4GB,0.3,169,6,7,1419,1698,1998MB,9,2,4,0,0,0,"$31,000 ",
1606,1,0.5,1,0,1,33792 MB,0.9,200,5,0,157,770,3437MB,11,1,2,1,0,0,"$31,089 MXN",
1603,1,0.5,1,1,1,17408 MB,0.5,114,2,8,430,1207,1637MB,17,3,11,1,0,yes,2000 MXN,
1958,0,0.5,0,6,1,52000 MB,0.4,153,1,14,1524,1848,3064MB,7,6,3,1,0,no,39000 USD,
695,0,0.5,0,18,1,12 GB,0.6,196,2,19,1649,1829,2855MB,16,13,7,1,1,1,"$25,089 ",
1441,0,0.6,1,0,1,53 MB,0.5,106,1,12,254,954,1393MB,9,4,4,1,1,yes,"$37,089 ",
1470,0,2.2,1,4,1,33 MB,0.4,138,7,10,1790,1988,1633MB,18,4,4,1,0,no,"19,099 pesos",
1890,0,1.1,0,4,1,48 MB,0.5,127,4,5,1438,1832,2392MB,10,4,15,1,0,yes,"$23,089 ",
1152,1,2.1,1,0,1,26 MB,0.3,82,2,0,1304,1673,3284MB,15,2,8,1,0,1,"$33,099 ",
1619,1,0.9,0,3,0,20 MB,0.9,117,6,9,813,1180,464MB,7,5,16,1,0,yes,28100 USD,
1002,1,1.8,0,1,0,45 GB,0.7,180,7,7,948,1007,1234MB,19,13,18,1,1,no,EUR 27090,
742,1,0.5,0,0,1,36GB,0.7,139,3,1,1161,1288,292MB,8,0,6,1,1,yes,"13,049 pesos",
1306,1,2.1,1,2,1,33 MB,0.4,174,3,9,867,1258,2521MB,6,5,16,1,0,0,"USD 45,049",
1424,1,2.9,1,0,0,20480 MB,0.6,180,5,0,181,1199,2658MB,15,0,19,1,0,0,"$48,089 ",
942,0,1.4,1,8,0,27 GB,0.5,91,4,9,754,1532,587MB,6,3,13,0,1,yes,37100 MXN,
1934,1,2.7,0,8,1,2 MB,0.1,118,4,16,242,1127,2190MB,18,1,9,1,0,1,"$14,049 ",
1290,1,1.4,1,19,1,35000 MB,0.3,110,4,20,405,742,879MB,16,2,8,1,0,no,"$32,000 ",
930,0,2.1,1,0,0,55296 MB,0.9,80,1,13,1569,1763,1743MB,7,1,9,0,1,0,"$28,099 ",
1699,1,0.5,0,16,0,21000 MB,0.1,156,4,20,105,1099,1181MB,16,0,18,1,1,no,EUR 42090,
1849,1,0.5,0,1,0,29000 MB,0.5,181,7,12,978,1986,3330MB,14,4,15,1,0,1,"$21,090 ",
1922,0,0.5,0,15,1,43008 MB,0.6,153,8,16,725,1882,3564MB,12,1,17,1,0,0,38000 MXN,
548,0,1,1,0,1,57344 MB,0.4,146,4,14,657,1657,562MB,17,14,8,1,1,yes,"$8,049 MXN",
916,1,0.5,0,0,1,47000 MB,0.2,82,4,1,1147,1393,1659MB,11,10,11,1,1,No,EUR 15090,
1783,1,0.5,0,8,0,14GB,0.6,183,8,11,910,1566,1816MB,12,7,7,0,0,Yes,EUR 42000,
1083,1,1.4,1,2,1,49000 MB,0.8,156,5,9,295,503,1338MB,16,8,5,1,1,1,"49,089 MXN",
1698,0,2.8,0,10,1,7GB,0.8,131,8,12,26,508,2992MB,15,3,17,1,1,no,"$25,090 ",
1969,0,0.8,1,5,1,7 GB,0.2,85,8,20,332,764,315MB,16,7,7,1,1,0,37100 USD,
869,0,1.9,0,0,0,2000 MB,0.6,197,7,3,519,533,3249MB,19,0,12,0,0,yes,"USD 3,099",
1337,1,2.7,1,0,0,5 MB,0.7,200,4,1,161,1029,3242MB,10,1,20,0,1,0,"24,049 pesos",
637,1,0.8,1,2,0,28 MB,0.6,194,4,6,1080,1289,2725MB,15,10,7,0,0,0,"38,049 MXN",
833,1,0.6,1,0,1,27648 MB,0.3,145,4,2,649,1290,586MB,19,8,19,1,0,Yes,"$24,090 ",
1248,0,2.4,0,6,1,9GB,0.4,89,3,8,71,1686,2454MB,9,8,13,1,1,No,"USD 33,099",
1174,1,0.9,0,7,0,30 GB,1,147,4,20,744,1244,804MB,17,14,16,0,1,1,EUR 26090,
1831,1,2.3,0,3,1,44GB,0.2,148,7,14,437,1113,2460MB,10,5,18,1,0,No,"$42,049 ",
1002,0,2.6,1,7,0,27 GB,0.1,146,1,10,115,1111,1295MB,18,15,17,1,0,1,42100 MXN,
1010,1,2,1,2,1,8 GB,0.9,139,5,3,547,957,2625MB,15,11,12,1,1,No,"USD 42,099",
1117,1,0.5,1,2,0,21504 MB,0.1,177,2,19,495,1035,1999MB,15,9,2,1,0,1,7000 USD,
990,1,2.7,1,3,0,15360 MB,0.9,153,2,7,1466,1717,2698MB,11,8,6,1,0,0,16100 USD,
1564,0,1.4,0,5,1,26624 MB,0.1,129,6,16,117,1115,3742MB,13,3,13,1,1,0,"43,089 MXN",
1065,0,2.8,1,0,1,21000 MB,0.1,158,5,3,760,1722,1193MB,16,13,20,1,0,Yes,"40,099 MXN",
1982,0,1.1,0,12,0,24 MB,0.1,129,7,16,764,1873,3511MB,16,14,15,1,1,Yes,"30,089 pesos",
1607,0,1.1,1,6,1,20GB,1,192,2,8,776,1005,885MB,11,1,14,1,1,no,35100 MXN,
1066,0,3,1,6,1,5 GB,0.5,167,5,7,53,1504,1044MB,8,7,11,1,0,no,"$12,049 MXN",
681,0,0.5,1,12,1,17GB,0.9,194,5,19,371,1702,2548MB,6,1,5,1,0,Yes,"10,049 MXN",
1163,1,2.1,1,0,1,19000 MB,0.9,132,2,1,728,818,2940MB,13,0,15,1,0,yes,"$49,000 ",
1285,0,0.8,1,4,1,11 GB,0.8,199,5,7,1791,1896,3966MB,17,15,2,1,1,1,"USD 12,099",
753,1,0.5,0,11,1,49152 MB,0.1,121,8,20,606,1316,3484MB,11,10,16,1,0,no,EUR 8000,
1779,1,2.6,1,2,0,5GB,0.8,90,1,3,1225,1717,1246MB,12,2,20,0,1,No,"$37,000 MXN",
987,1,1.9,0,4,1,52000 MB,0.5,83,3,8,419,736,2757MB,17,12,15,1,1,0,"USD 27,000",
511,0,0.9,1,15,1,24576 MB,0.6,136,3,18,367,1264,2378MB,18,3,4,1,0,No,"USD 18,049",
1044,0,1.8,0,4,1,12288 MB,0.7,104,6,5,1230,1263,1794MB,18,7,19,1,1,yes,"43,099 MXN",
1855,0,0.5,0,5,0,32768 MB,0.6,187,8,18,267,1161,3933MB,7,0,7,1,0,Yes,"16,049 MXN",
946,1,1.4,0,9,0,26624 MB,0.1,186,6,10,273,891,1637MB,7,3,6,1,0,1,"$30,049 ",
657,1,1.9,1,2,0,21504 MB,0.1,110,8,8,705,1905,783MB,6,1,11,1,1,No,"$35,049 MXN",
1673,1,1.6,0,2,0,42 MB,0.5,182,5,6,214,679,3094MB,12,4,20,0,0,no,4100 USD,
731,1,0.5,1,0,1,28 MB,0.5,130,8,0,424,1032,1774MB,12,8,10,1,0,no,"$32,100 ",
926,1,0.8,0,6,1,59 GB,0.8,161,7,14,84,793,256MB,18,7,2,1,0,1,"$19,099 ",
1261,0,0.5,0,3,1,52GB,0.3,86,2,9,605,1429,1365MB,9,3,16,1,0,1,"46,049 pesos",
618,0,1.1,0,11,1,45000 MB,0.2,188,3,20,1175,1586,2339MB,19,2,10,1,1,No,"40,099 pesos",
936,1,2.3,0,5,1,58368 MB,0.2,129,2,6,657,938,2049MB,12,8,5,1,1,no,29100 USD,
1485,1,0.9,1,0,1,28GB,0.8,158,5,1,371,1023,3241MB,14,11,11,1,1,no,"USD 32,049",
1339,1,0.5,1,10,1,21000 MB,0.5,80,4,11,833,1441,867MB,8,3,3,1,1,no,30100 USD,
508,1,1.3,0,1,0,51200 MB,0.7,82,5,9,102,1195,2175MB,14,4,14,0,0,yes,"$28,089 ",
1938,1,0.5,1,5,0,44 GB,0.5,121,2,9,1299,1935,3497MB,18,10,18,0,1,no,"$21,000 MXN",
995,0,1.3,1,1,0,10000 MB,0.1,104,4,3,258,1889,609MB,11,3,5,1,0,Yes,35000 USD,
1086,1,1.7,1,0,1,43 GB,0.2,111,6,1,56,1150,3285MB,11,5,17,1,1,no,"$20,100 ",
1322,0,2.3,1,1,1,35840 MB,0.1,157,1,3,443,708,3684MB,15,8,6,1,0,0,EUR 2100,
1864,0,1.9,1,2,0,57GB,0.1,181,6,6,1279,1793,3586MB,19,9,8,0,0,1,21000 MXN,
1944,1,0.5,0,1,1,26000 MB,0.5,92,4,9,313,712,2322MB,19,8,7,1,0,yes,"$20,049 MXN",
581,0,0.6,0,5,1,56GB,0.2,180,2,10,523,565,354MB,10,4,13,1,1,yes,"$37,089 ",
1020,1,0.7,1,3,1,27 GB,0.7,128,4,4,919,1482,3204MB,18,1,9,1,0,yes,28100 MXN,
1936,0,1.3,0,2,0,44000 MB,0.1,139,3,3,570,1021,1400MB,17,7,3,0,0,Yes,17000 MXN,
1329,1,1.7,0,5,1,23 GB,0.6,198,8,6,380,682,2308MB,11,10,9,1,1,no,"26,049 MXN",
808,1,0.5,1,3,0,47104 MB,0.5,105,8,15,119,529,1082MB,15,5,10,1,0,1,"$7,099 ",
994,0,1.2,1,4,0,40GB,0.9,164,2,17,296,839,3104MB,17,7,11,0,0,no,"35,089 MXN",
1811,1,2,0,3,1,22GB,0.2,82,2,8,358,614,2847MB,9,2,4,1,0,yes,43100 MXN,
765,1,2.5,0,3,0,45056 MB,0.3,88,8,11,1364,1851,2256MB,6,1,19,0,1,yes,"$14,000 ",
993,1,2.3,1,0,0,16 MB,0.4,106,7,13,424,1639,1113MB,14,1,6,0,0,yes,"USD 10,089",
1136,1,1.6,0,15,0,32768 MB,0.5,150,6,19,961,1030,3210MB,10,3,8,1,1,1,"42,099 pesos",
719,1,0.5,1,0,1,23 MB,0.4,113,6,9,431,1727,3990MB,14,9,12,1,1,yes,"30,089 pesos",
733,1,0.6,1,0,0,63000 MB,0.3,105,7,10,950,1739,984MB,17,4,9,1,0,1,33000 USD,
1946,0,2.7,1,8,0,8 MB,0.3,123,8,19,647,1849,3117MB,6,0,2,1,0,No,"$3,049 MXN",
1230,1,1.6,0,0,1,48GB,0.7,111,7,2,1960,1963,1622MB,18,17,16,1,1,1,"$36,000 ",
1577,0,1,1,0,1,64GB,0.1,105,3,7,116,1432,2967MB,7,3,7,1,1,1,"8,089 MXN",
1514,1,1.4,0,3,1,12288 MB,0.6,138,3,4,306,538,1037MB,15,3,15,1,0,yes,"$10,099 MXN",
579,1,2.5,0,3,0,7GB,1,89,8,10,808,1517,2908MB,12,4,11,0,0,1,"$16,000 ",
574,1,3,0,1,1,30 GB,0.9,126,2,3,94,1334,1167MB,5,3,19,1,0,0,"$2,099 ",
1072,1,2.2,1,6,0,19000 MB,0.4,114,8,16,380,877,2715MB,15,9,16,0,1,no,"23,099 MXN",
843,0,1.3,1,1,0,16 MB,0.9,119,7,4,593,732,1734MB,17,8,14,0,0,yes,EUR 33090,
1492,1,1.5,0,5,0,11000 MB,0.9,85,3,7,1684,1746,2259MB,14,12,19,0,1,1,46000 USD,
1807,1,2.9,0,0,0,16000 MB,0.2,125,3,0,1221,1415,2921MB,8,5,17,0,1,0,"$7,049 MXN",
909,1,0.7,1,7,0,47GB,0.1,146,3,9,410,1643,1244MB,14,10,16,0,1,0,"USD 19,099",
1876,0,1.3,1,9,1,65536 MB,1,98,3,19,600,1211,3132MB,17,0,2,1,1,yes,"$36,099 ",
1436,1,2.4,1,3,1,23 GB,0.3,106,5,4,189,1411,2488MB,8,4,8,1,0,No,14100 MXN,
1251,0,0.5,1,10,1,29000 MB,0.7,133,6,16,308,591,1052MB,11,9,11,1,0,no,"$2,000 ",
636,0,0.5,0,8,1,28GB,0.9,152,2,15,148,742,2927MB,15,6,3,1,0,no,"$26,099 ",
1354,1,0.7,1,3,1,26GB,0.5,136,4,6,297,918,2090MB,5,1,13,1,1,no,"$49,000 ",
930,1,0.5,1,3,1,34816 MB,0.5,190,4,16,1050,1726,2131MB,7,2,6,1,0,Yes,"$31,000 ",
1830,1,1,0,7,1,48128 MB,0.3,117,1,11,1191,1882,3362MB,13,10,11,1,0,0,EUR 44000,
1424,0,0.5,1,16,1,23GB,0.6,80,4,18,1399,1663,1053MB,14,11,16,1,1,1,26100 USD,
583,1,0.9,1,1,0,51 GB,0.9,88,8,2,1658,1794,1799MB,16,9,7,0,1,0,"$12,000 ",
648,1,0.5,1,9,1,54 MB,0.4,109,5,20,1153,1817,3124MB,5,0,13,1,0,0,"35,000 MXN",
1203,1,0.5,1,0,1,11264 MB,0.9,109,2,12,35,510,1672MB,17,13,19,1,1,No,"$32,089 ",
1777,0,2.2,1,0,0,15360 MB,0.2,100,4,7,553,874,1552MB,10,8,10,1,1,0,"$25,000 ",
1299,1,2.8,1,0,0,65536 MB,0.5,83,6,6,46,908,1938MB,19,8,5,1,0,1,9000 MXN,
1494,0,1.9,0,2,1,47 MB,0.4,129,2,9,207,1177,3202MB,13,1,14,1,0,no,"$22,000 ",
527,0,0.7,1,4,0,54272 MB,0.9,128,1,11,67,1924,1302MB,13,7,13,0,0,0,19000 MXN,
793,1,2.8,1,1,1,64 GB,0.4,179,4,2,818,1006,2296MB,12,0,5,1,1,0,"$17,000 MXN",
873,1,0.5,1,6,0,8GB,0.6,152,7,9,1257,1411,575MB,15,8,7,1,0,yes,"39,099 pesos",
722,0,1.1,0,12,0,12000 MB,1,93,6,20,138,1371,2359MB,13,6,3,0,0,no,"USD 11,089",
1250,1,1.5,0,14,1,20480 MB,0.4,167,5,18,11,1020,3314MB,6,5,6,1,1,yes,EUR 17000,
1358,0,1.7,0,0,0,61440 MB,0.6,147,3,1,889,1635,440MB,14,10,13,1,0,no,"$7,089 MXN",
1035,1,1.9,1,8,0,11264 MB,1,173,6,10,831,1709,2002MB,17,8,5,1,1,no,"$5,089 ",
1289,0,0.8,1,3,1,16 GB,0.9,161,6,17,713,1854,3167MB,14,8,20,1,1,no,"$46,000 ",
1445,0,2.2,1,2,0,37000 MB,0.4,82,2,6,527,1393,3480MB,17,16,17,1,1,1,33000 USD,
1702,1,2.3,1,12,1,48128 MB,0.6,107,2,19,1284,1643,595MB,10,0,19,1,0,1,EUR 37090,
534,0,0.5,1,4,0,2048 MB,0.2,85,5,16,911,1220,2466MB,5,3,18,0,1,yes,"$48,049 MXN",
628,1,1.8,0,5,0,61440 MB,0.2,87,6,6,1047,1534,1337MB,12,7,14,0,1,0,46100 USD,
713,0,1.4,1,4,0,53 MB,0.8,98,1,17,123,1477,1462MB,19,18,13,1,0,1,"48,049 MXN",
1207,0,0.5,0,0,0,58 MB,0.3,112,8,0,406,681,503MB,7,3,5,1,1,No,EUR 4100,
683,1,2.1,0,7,0,30720 MB,0.1,197,7,8,927,1135,2066MB,9,0,15,0,0,0,"$37,090 ",
594,1,2.6,0,1,0,27000 MB,0.1,196,5,2,407,528,708MB,17,5,17,0,1,1,"$46,099 ",
537,1,2,0,1,1,55GB,0.3,103,7,2,1041,1430,2029MB,10,5,12,1,1,yes,"$38,000 ",
1565,1,0.5,0,0,0,38GB,0.1,121,5,1,781,1364,308MB,19,17,7,1,1,yes,EUR 24090,
1052,0,0.9,0,1,0,6000 MB,0.8,195,4,16,1191,1839,552MB,6,1,11,0,0,Yes,"USD 19,049",
713,0,1.6,0,4,1,63 GB,0.7,89,2,8,103,1760,2082MB,15,10,12,1,0,No,EUR 35000,
1766,1,0.5,1,1,0,16384 MB,0.6,141,5,7,125,1227,3314MB,9,7,17,0,0,yes,"$20,090 ",
584,1,1.7,1,1,1,19GB,0.4,199,4,4,919,1343,3996MB,12,9,17,1,1,yes,"$25,099 MXN",
1541,1,1.5,1,6,1,5GB,0.5,109,4,10,536,1656,1795MB,7,3,4,1,1,yes,"$42,099 ",
837,0,2.4,1,1,0,51000 MB,0.2,104,5,15,638,1831,594MB,16,6,20,1,0,1,"3,089 pesos",
935,1,0.5,1,3,1,59392 MB,0.1,155,5,12,639,1087,2473MB,10,4,9,1,0,1,"USD 17,089",
665,1,0.7,0,0,1,31744 MB,0.1,185,5,2,496,1804,690MB,5,2,15,1,0,No,"$44,099 ",
680,1,2.4,0,13,1,34816 MB,0.4,157,2,17,686,1418,3845MB,15,1,4,1,1,1,"$35,100 ",
877,0,1.5,1,0,1,17408 MB,0.1,195,7,0,1064,1985,2004MB,11,8,9,1,1,1,11100 USD,
1493,0,1.5,1,13,0,53000 MB,0.5,102,5,16,240,1414,2083MB,19,15,20,0,1,yes,"USD 28,089",
1762,0,0.6,0,3,1,26624 MB,0.1,83,6,14,525,704,2661MB,9,7,4,1,1,0,"$8,000 MXN",
842,1,1.8,1,4,0,57 MB,1,124,3,10,348,730,1903MB,8,4,14,0,1,0,"$10,049 MXN",
